City,Body_Type,Kilometers_driven,ownerNo,oem,model,modelYear,Displacement,variantName,Insurance Validity,No of Cylinder,Color,Values per Cylinder,Engine Type,Seats,Mileage_num,Torque_num,price_num,Power_num,Fuel Type_Diesel,Fuel Type_Electric,Fuel Type_LPG,Fuel Type_Petrol,Transmission_Manual,City_encode,Body_Type_encode,oem_encode,model_encode,variantName_encode,Insurance Validity_encode,Color_encode,Engine Type_encode
Bangalore,Sedan,17794,1,Hyundai,Hyundai Xcent,0.7631578947368425,1197,1.2 Kappa S Option,Comprehensive,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,0.08754716981132075,113.75,-3.0764705026505235,81.86,False,False,False,True,True,0,3,6,34,28,1,53,102
Bangalore,SUV,60000,1,Maruti,Maruti SX4 S Cross,0.7894736842105203,1248,DDiS 200 Zeta,Third Party insurance,4.0,Gray,4.0,DDiS 200 Diesel Engine,5,0.12188679245283017,200.0,-2.521234662902088,88.5,True,False,False,False,True,0,2,11,51,358,4,34,60
Bangalore,Sedan,37000,1,Maruti,Maruti Ciaz,0.8684210526315752,1462,Alpha Automatic BSIV,Comprehensive,4.0,Maroon,4.0,k15B VVT Engine,5,0.09645283018867924,138.0,-2.321707480979381,103.25,False,False,False,True,False,0,3,11,45,311,1,40,170
Bangalore,Hatchback,50000,1,Maruti,Maruti Baleno,0.8684210526315752,1197,1.2 Delta,Third Party insurance,4.0,Red,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.660378679976938,83.1,False,False,False,True,True,0,0,11,43,13,4,67,152
Bangalore,Hatchback,24887,1,Hyundai,Hyundai Grand i10,0.8947368421052602,1197,1.2 Kappa Sportz Option AT,Third Party insurance,4.0,Orange,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,113.75,-2.6723937410365886,81.86,False,False,False,True,False,0,0,6,30,34,4,51,102
Bangalore,Hatchback,23000,1,Honda,Honda Jazz,0.8684210526315752,1199,VX CVT,Comprehensive,4.0,Grey,4.0,i-VTEC Petrol Engine,5,0.08075471698113208,110.0,-2.4767738075622785,88.7,False,False,False,True,False,0,0,5,24,644,1,36,167
Bangalore,Hatchback,65376,2,Hyundai,Hyundai i20,0.7631578947368425,1396,Asta 1.4 CRDi,Comprehensive,4.0,Blue,4.0,U2 CRDI Diesel Engine,5,0.1039245283018868,219.6,-2.9511313728250568,88.76,True,False,False,False,True,0,0,6,36,322,1,6,135
Bangalore,Sedan,67000,2,Honda,Honda City,0.8157894736842053,1497,i VTEC V,Comprehensive,4.0,Brown,4.0,i VTEC Engine,5,0.07773584905660379,145.0,-2.5409115835022176,117.3,False,False,False,True,True,0,3,5,22,770,1,9,162
Bangalore,Hatchback,18083,1,Maruti,Maruti Swift,0.8157894736842053,1197,VXI,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,0.11230188679245283,113.0,-2.836200732995148,88.5,False,False,False,True,True,0,0,11,52,656,1,69,83
Bangalore,SUV,30000,1,Renault,Renault Duster,0.9210526315789451,1498,RXS,Third Party insurance,4.0,Others,4.0,1.5L Petrol,5,0.06732075471698114,142.0,-2.192152616133281,104.55,False,False,False,True,True,0,2,14,64,513,4,53,33
Bangalore,Sedan,110000,1,Honda,Honda City,0.7894736842105203,1497,i VTEC V,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,0.07471698113207546,145.0,-2.8948428781654547,117.3,False,False,False,True,True,0,3,5,22,770,4,53,162
Bangalore,Sedan,50000,1,Hyundai,Hyundai Xcent,0.8684210526315752,1197,1.2 VTVT SX,Third Party insurance,4.0,Others,4.0,1.2L Kappa Dual VTVT Petrol,5,0.09539622641509433,113.75,-2.6845549211976296,81.86,False,False,False,True,True,0,3,6,34,66,4,53,12
Bangalore,Hatchback,89667,1,Hyundai,Hyundai i20,0.8157894736842053,1197,Sportz 1.2,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,114.7,-2.815067195807548,81.83,False,False,False,True,True,0,0,6,36,574,1,82,102
Bangalore,Hatchback,120000,1,Hyundai,Hyundai i20,0.8421052631578902,1396,Asta Option 1.4 CRDi,Third Party insurance,4.0,Others,4.0,U2 CRDI Diesel Engine,5,0.11350943396226414,219.7,-2.630957827946661,88.73,True,False,False,False,True,0,0,6,36,330,4,53,135
Bangalore,Hatchback,56997,1,Maruti,Maruti Baleno,0.8421052631578902,1197,1.2 Zeta,Zero Dep,4.0,Blue,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.6573973364930303,83.1,False,False,False,True,True,0,0,11,43,75,5,6,152
Bangalore,Sedan,120000,1,Hyundai,Hyundai Elantra,0.7368421052631575,1797,SX,Third Party insurance,4.0,Others,4.0,Dual VTVT Petrol Engine,5,0.06641509433962264,177.5,-2.7219518338080375,147.5,False,False,False,True,True,0,3,6,29,545,4,53,71
Bangalore,Hatchback,44285,1,Hyundai,Hyundai i20,0.8947368421052602,1197,Magna Plus BSIV,Third Party insurance,4.0,Grey,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,117.0,-2.623735900925731,81.86,False,False,False,True,True,0,0,6,36,480,4,36,102
Bangalore,Hatchback,36735,1,Hyundai,Hyundai Grand i10,0.8684210526315752,1197,1.2 Kappa Asta,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,113.75,-2.7624537580648796,81.86,False,False,False,True,True,0,0,6,30,19,1,6,102
Bangalore,SUV,53645,1,Tata,Tata Nexon,0.8684210526315752,1497,1.5 Revotorq XM,Comprehensive,4.0,White,4.0,"Revotorq, 1.5L Turbocharged engine",5,0.10566037735849056,260.0,-2.4767738075622785,108.5,True,False,False,False,True,0,2,16,77,153,1,82,111
Bangalore,Sedan,110000,1,Skoda,Skoda Rapid,0.7631578947368425,1498,1.5 TDI Ambition With Alloy Wheel,Third Party insurance,4.0,Black,4.0,Diesel Engine,5,0.10294339622641509,250.0,-2.6529419210742295,103.52,True,False,False,False,True,0,3,15,69,169,4,5,69
Bangalore,SUV,94000,1,Hyundai,Hyundai Creta,0.8421052631578902,1582,1.6 CRDi SX Plus,Comprehensive,4.0,Grey,4.0,U2 CRDI VGT Engine,5,0.09184905660377359,259.9,-2.098529669064784,126.2,True,False,False,False,True,0,2,6,28,209,1,36,138
Bangalore,Hatchback,54601,3,Maruti,Maruti Swift,0.7631578947368425,1197,VXI,Comprehensive,4.0,White,4.0,K Series Dual jet,5,0.11230188679245283,113.0,-3.12279234032581,88.5,False,False,False,True,True,0,0,11,52,656,1,82,83
Bangalore,Sedan,100000,1,Maruti,Maruti Ciaz,0.7894736842105203,1248,VDi Plus,Third Party insurance,4.0,White,4.0,DDIS 200 Engine,5,0.14120754716981132,200.0,-2.7219518338080375,88.5,True,False,False,False,True,0,3,11,45,627,4,82,57
Bangalore,Hatchback,44154,2,Honda,Honda Jazz,0.8157894736842053,1199,1.2 V AT i VTEC,Comprehensive,4.0,White,4.0,i-VTEC Petrol Engine,5,0.08679245283018867,110.0,-2.919684650960792,88.7,False,False,False,True,False,0,0,5,24,61,1,82,167
Bangalore,Hatchback,60000,2,Maruti,Maruti Ritz,0.7631578947368425,1197,VXi,Third Party insurance,4.0,Silver,4.0,K Series Petrol Engine,5,0.0830188679245283,114.0,-3.1763540988950605,85.8,False,False,False,True,True,0,0,11,49,668,4,69,84
Bangalore,Sedan,49873,1,Honda,Honda City,0.7368421052631575,1497,V MT,Third Party,4.0,Yellow,4.0,SOHC i-VTEC,5,0.07018867924528303,146.0,-2.927454109221479,116.3,False,False,False,True,True,0,3,5,22,617,3,84,118
Bangalore,Hatchback,90000,3,Volkswagen,Volkswagen Polo,0.7368421052631575,1197,GT TSI,Third Party insurance,4.0,Others,4.0,TSi Petrol Engine ,5,0.0732075471698113,175.0,-2.4461843589069043,103.6,False,False,False,True,False,0,0,18,88,414,4,53,130
Bangalore,Sedan,48960,2,Skoda,Skoda Rapid,0.8421052631578902,1498,1.5 TDI Ambition BSIV,Third Party insurance,4.0,Silver,4.0,Diesel Engine,5,0.10286792452830189,250.0,-2.573222875724191,108.6,True,False,False,False,True,0,3,15,69,167,4,69,69
Bangalore,Hatchback,68000,2,Hyundai,Hyundai i20,0.7368421052631575,1197,Sportz 1.2,Comprehensive,4.0,Silver,4.0,Kappa VTVT Petrol Engine,5,0.0830188679245283,113.7,-3.0150259821503065,82.85,False,False,False,True,True,0,0,6,36,574,1,69,102
Bangalore,Hatchback,83000,2,Hyundai,Hyundai i20,0.7368421052631575,1396,Asta 1.4 CRDi,Comprehensive,4.0,Brown,4.0,U2 CRDI Diesel Engine,5,0.1039245283018868,219.6,-2.943176498415315,88.76,True,False,False,False,True,0,0,6,36,322,1,9,135
Bangalore,Hatchback,38197,1,Honda,Honda Brio,0.7368421052631575,1198,S MT,Third Party,4.0,Others,4.0,i-VTEC Engine,5,0.08981132075471697,109.0,-3.2435908415307333,86.8,False,False,False,True,True,0,0,5,21,532,3,53,166
Bangalore,Hatchback,23000,2,Maruti,Maruti Baleno,0.8421052631578902,1197,Zeta CVT,Comprehensive,4.0,Grey,4.0,1.2L VVT Engine,5,0.0910188679245283,113.0,-2.609446657040356,81.8,False,False,False,True,False,0,0,11,43,749,1,36,13
Bangalore,Hatchback,19000,1,Hyundai,Hyundai Grand i10,0.8947368421052602,1197,1.2 Kappa Asta,Third Party insurance,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,113.75,-2.6529419210742295,81.86,False,False,False,True,True,0,0,6,30,19,4,6,102
Bangalore,Sedan,20000,1,Volkswagen,Volkswagen Vento,0.8947368421052602,1197,1.2 TSI Highline Plus AT,Third Party insurance,4.0,Others,4.0,TSI Petrol Engine,5,0.08067924528301888,175.0,-2.2902859866382914,103.2,False,False,False,True,False,0,3,18,90,56,4,53,128
Bangalore,Sedan,30000,1,Toyota,Toyota Yaris,0.8684210526315752,1496,G BSIV,Third Party insurance,4.0,Others,4.0,1.5 Dual VVT-i Engine,5,0.07245283018867925,140.0,-2.574592103105218,105.5,False,False,False,True,True,0,3,17,85,407,4,53,21
Bangalore,SUV,40000,1,Hyundai,Hyundai Creta,0.8684210526315752,1591,1.6 SX Automatic,Third Party insurance,4.0,Others,4.0,VTVT Petrol Engine,5,0.055094339622641514,151.0,-2.028676850974705,121.3,False,False,False,True,False,0,2,6,28,230,4,53,147
Bangalore,Hatchback,40562,1,Hyundai,Hyundai i20,0.7105263157894726,1396,Era 1.4 CRDi,Third Party,4.0,Red,4.0,U2 CRDi Diesel Engine ,5,0.11350943396226414,219.6,-3.137117898858952,88.76,True,False,False,False,True,0,0,6,36,403,3,67,140
Bangalore,SUV,20000,1,Kia,Kia Seltos,0.9210526315789451,1353,GTX Plus DCT,Third Party insurance,4.0,Others,4.0,Smartstream G1.4,5,0.06792452830188679,242.0,-1.7866373459720761,138.08,False,False,False,True,False,0,2,8,39,418,4,53,120
Bangalore,Hatchback,80000,3,Hyundai,Hyundai i10,0.6315789473684177,1197,Sportz 1.2,Third Party insurance,4.0,Others,4.0,DOHC Engine,5,0.0970566037735849,111.8,-3.7343973654528027,78.9,False,False,False,True,True,0,0,6,35,574,4,53,65
Bangalore,Hatchback,110000,3,Hyundai,Hyundai i20,0.7105263157894726,1197,1.2 Sportz,Third Party insurance,4.0,Red,4.0,In-Line Engine,5,0.07169811320754717,11.4,-3.5332016271848223,80.0,False,False,False,True,True,0,0,6,36,52,4,67,80
Bangalore,Hatchback,30000,1,Ford,Ford Figo,0.8684210526315752,1196,1.2P Titanium Opt MT,Third Party insurance,4.0,Gray,4.0,Ti-VCT Petrol Engine,5,0.08045283018867926,112.0,-2.9939654340076567,86.8,False,False,False,True,True,0,0,4,18,79,4,34,131
Bangalore,Hatchback,13345,1,Maruti,Maruti Ignis,0.9210526315789451,1197,1.2 AMT Zeta BSIV,Comprehensive,4.0,White,4.0,1.2-Litre VVT Petrol Engine,5,0.1010566037735849,113.0,-2.6023778812202583,81.8,False,False,False,True,False,0,0,11,48,3,1,82,11
Bangalore,Hatchback,75000,1,Hyundai,Hyundai Grand i10,0.7631578947368425,1197,Sportz,Comprehensive,4.0,Grey,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,114.0,-3.230304752260544,82.0,False,False,False,True,True,0,0,6,30,573,1,36,102
Bangalore,Hatchback,75523,2,Hyundai,Hyundai i10,0.6842105263157876,1197,Sportz,Comprehensive,4.0,Red,4.0,DOHC Kappa2 Engine,5,0.0970566037735849,111.8,-3.4912137846331666,78.9,False,False,False,True,True,0,0,6,35,573,1,67,66
Bangalore,SUV,50000,1,Hyundai,Hyundai Creta,0.8157894736842053,1582,1.6 CRDi SX Plus,Third Party insurance,4.0,White,4.0,U2 CRDI VGT Engine,5,0.09184905660377359,259.9,-2.0446792535185447,126.2,True,False,False,False,True,0,2,6,28,209,4,82,138
Bangalore,Hatchback,90000,2,Hyundai,Hyundai i10,0.6578947368421026,1197,Magna,Third Party insurance,4.0,Others,4.0,Kappa Petrol Engine,5,0.0970566037735849,111.7,-3.5332016271848223,78.9,False,False,False,True,True,0,0,6,35,469,4,53,101
Bangalore,Hatchback,52571,1,Hyundai,Hyundai i20,0.8157894736842053,1197,Asta 1.2,Comprehensive,4.0,Grey,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,114.7,-2.759152547980466,81.83,False,False,False,True,True,0,0,6,36,321,1,36,102
Bangalore,Sedan,61993,1,Honda,Honda City,0.7894736842105203,1497,i VTEC V,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,0.07471698113207546,145.0,-2.687618466059713,117.3,False,False,False,True,True,0,3,5,22,770,1,69,162
Bangalore,Hatchback,36359,1,Hyundai,Hyundai i20,0.7368421052631575,1197,Sportz 1.2,Comprehensive,4.0,Blue,4.0,Kappa VTVT Petrol Engine,5,0.0830188679245283,113.7,-3.127544760525098,82.85,False,False,False,True,True,0,0,6,36,574,1,6,102
Bangalore,Sedan,30301,1,Hyundai,Hyundai Verna,0.8421052631578902,1591,VTVT 1.6 AT SX Option,Comprehensive,4.0,Black,4.0,VTVT Petrol Engine,5,0.07169811320754717,151.0,-2.246903507220638,121.3,False,False,False,True,False,0,3,6,33,634,1,5,147
Bangalore,Hatchback,66000,1,Hyundai,Hyundai i10,0.6578947368421026,1197,Sportz 1.2,Comprehensive,4.0,Golden,4.0,DOHC Engine,5,0.0970566037735849,111.8,-3.626784091768351,78.9,False,False,False,True,True,0,0,6,35,574,1,30,65
Bangalore,Hatchback,56010,1,Hyundai,Hyundai i20,0.8421052631578902,1197,Sportz 1.2,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,114.7,-2.681500732985447,81.83,False,False,False,True,True,0,0,6,36,574,1,82,102
Bangalore,SUV,60000,2,Nissan,Nissan Terrano,0.7631578947368425,1461,XV Premium 110 PS,Third Party insurance,4.0,Others,4.0,K9K Diesel Engine,5,0.0868679245283019,248.0,-2.7219518338080375,108.5,True,False,False,False,True,0,2,13,62,700,4,53,96
Bangalore,Hatchback,83829,1,Maruti,Maruti Swift,0.7631578947368425,1248,VDI BSIV,Third Party insurance,4.0,Red,4.0,DDiS Diesel Engine,5,0.13358490566037734,190.0,-3.118062398838097,74.0,True,False,False,False,True,0,0,11,52,622,4,67,62
Bangalore,SUV,35000,2,Renault,Renault Duster,0.8157894736842053,1461,110PS Diesel RxZ AMT,Comprehensive,4.0,Grey,4.0,dCi THP Diesel Engine,5,0.09132075471698113,245.0,-2.359659037656915,108.45,True,False,False,False,False,0,2,14,64,273,1,36,159
Bangalore,Sedan,51116,2,Honda,Honda City,0.8947368421052602,1497,i-VTEC CVT V,Comprehensive,4.0,White,4.0,i VTEC Engine,5,0.07924528301886792,145.0,-2.2558291361510467,117.6,False,False,False,True,False,0,3,5,22,778,1,82,162
Bangalore,Sedan,80000,3,Skoda,Skoda Rapid,0.8157894736842053,1498,1.5 TDI Elegance Black Package,Third Party insurance,4.0,Others,4.0,Diesel Engine,5,0.10294339622641509,250.0,-2.9939654340076567,103.52,True,False,False,False,True,0,3,15,69,172,4,53,69
Bangalore,Hatchback,40000,2,Volkswagen,Volkswagen Polo,0.8421052631578902,1197,GT TSI,Third Party insurance,4.0,Others,4.0,TSI Petrol Engine,5,0.07328301886792453,175.0,-2.2851437358206192,103.5,False,False,False,True,False,0,0,18,88,414,4,53,128
Bangalore,Hatchback,90000,1,Volkswagen,Volkswagen Polo,0.7894736842105203,1498,1.5 TDI Highline,Third Party insurance,4.0,Others,4.0,TDI Diesel Engine,5,0.09539622641509433,230.0,-2.8761451180229987,88.8,True,False,False,False,True,0,0,18,88,173,4,53,125
Bangalore,Hatchback,112795,1,Maruti,Maruti Swift,0.7105263157894726,1197,VXI,Comprehensive,4.0,Silver,4.0,K Series Dual jet,5,0.11230188679245283,113.0,-3.09474256744526,88.5,False,False,False,True,True,0,0,11,52,656,1,69,83
Bangalore,Hatchback,36685,2,Honda,Honda Brio,0.8157894736842053,1198,S MT,Comprehensive,4.0,Red,4.0,i-VTEC Engine,5,0.08981132075471697,109.0,-3.0764705026505235,86.8,False,False,False,True,True,0,0,5,21,532,1,67,166
Bangalore,Hatchback,32184,2,Maruti,Maruti Baleno,0.8947368421052602,1197,1.2 CVT Alpha,Third Party,4.0,Silver,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.4546555091977367,83.1,False,False,False,True,False,0,0,11,43,10,3,69,152
Bangalore,Hatchback,59698,1,Hyundai,Hyundai i20,0.7894736842105203,1197,Asta Option 1.2,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,114.7,-2.8469373810059246,81.83,False,False,False,True,True,0,0,6,36,329,1,82,102
Bangalore,SUV,46071,1,Renault,Renault Captur,0.8684210526315752,1461,1.5 Diesel Platine,Comprehensive,4.0,Grey,4.0,K9K dCi Diesel Engine,5,0.09713207547169812,240.0,-2.3334806458119517,108.45,True,False,False,False,True,0,2,14,63,136,1,36,97
Bangalore,SUV,90000,1,Maruti,Maruti Vitara Brezza,0.8421052631578902,1248,ZDi,Third Party insurance,4.0,Yellow,4.0,DDiS 200 Diesel Engine,5,0.1267924528301887,200.0,-2.5147607991416567,88.5,True,False,False,False,True,0,2,11,55,712,4,84,60
Bangalore,SUV,74499,2,Renault,Renault Duster,0.7368421052631575,1461,85PS Diesel RxE,Third Party,4.0,Brown,4.0,dCi Diesel Engine ,5,0.09773584905660378,200.0,-2.9611647877203766,83.8,True,False,False,False,True,0,2,14,64,282,3,9,158
Bangalore,Hatchback,9001,1,Honda,Honda Jazz,0.8947368421052602,1199,V,Comprehensive,4.0,White,4.0,i-VTEC Petrol Engine,5,0.08075471698113208,110.0,-2.5704900325103988,88.7,False,False,False,True,True,0,0,5,24,607,1,82,167
Bangalore,Hatchback,23682,1,Honda,Honda Jazz,0.8421052631578902,1199,1.2 V i VTEC,Comprehensive,4.0,Red,4.0,i-VTEC Petrol Engine,5,0.08452830188679246,110.0,-2.609446657040356,88.7,False,False,False,True,True,0,0,5,24,63,1,67,167
Bangalore,Sedan,50000,1,Hyundai,Hyundai Verna,0.9210526315789451,1582,CRDi 1.6 SX,Third Party insurance,4.0,Red,4.0,U2 VGT Diesel Engine,5,0.10943396226415093,259.87,-2.1375856412988314,126.2,True,False,False,False,True,0,3,6,33,348,4,67,142
Bangalore,Hatchback,134557,2,Maruti,Maruti Swift,0.7894736842105203,1248,ZDI BSIV,Comprehensive,4.0,White,4.0,DDiS Diesel Engine,5,0.13358490566037734,190.0,-2.755862200035701,74.0,True,False,False,False,True,0,0,11,52,711,1,82,62
Bangalore,Hatchback,34000,1,Honda,Honda Jazz,0.8684210526315752,1199,1.2 VX i VTEC,Comprehensive,4.0,Maroon,4.0,i-VTEC Petrol Engine,5,0.08452830188679246,110.0,-2.581466503749981,88.7,False,False,False,True,True,0,0,5,24,71,1,40,167
Bangalore,Hatchback,81634,1,Hyundai,Hyundai Grand i10,0.7631578947368425,1197,AT Asta,Comprehensive,4.0,White,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,114.0,-3.0150259821503065,82.0,False,False,False,True,False,0,0,6,30,299,1,82,102
Bangalore,Sedan,57284,2,Honda,Honda City,0.8421052631578902,1497,i-VTEC CVT ZX,Comprehensive,4.0,Brown,4.0,i VTEC Engine,5,0.07924528301886792,145.0,-2.3410454770599523,117.6,False,False,False,True,False,0,3,5,22,780,1,9,162
Bangalore,SUV,70000,2,Ford,Ford Ecosport,0.8157894736842053,1499,1.5 Ti VCT AT Titanium BSIV,Third Party insurance,4.0,Silver,4.0,Ti-VCT Petrol Engine,5,0.061358490566037746,140.0,-2.683026661083787,110.4,False,False,False,True,False,0,2,4,15,182,4,69,131
Bangalore,Hatchback,70000,2,Honda,Honda Brio,0.7368421052631575,1198,S MT,Third Party insurance,4.0,Red,4.0,i-VTEC Engine,5,0.08981132075471697,109.0,-3.43136325724913,86.8,False,False,False,True,True,0,0,5,21,532,4,67,166
Bangalore,Sedan,46429,2,Toyota,Toyota Yaris,0.8684210526315752,1496,G CVT BSIV,Third Party insurance,4.0,White,4.0,1.5 Dual VVT-i Engine,5,0.07773584905660379,140.0,-2.4165029178664237,105.5,False,False,False,True,False,0,3,17,85,409,4,82,21
Bangalore,Hatchback,17624,1,Maruti,Maruti Baleno,0.8421052631578902,1197,1.2 Alpha,Comprehensive,4.0,White,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.4235465315143387,83.1,False,False,False,True,True,0,0,11,43,4,1,82,152
Bangalore,Sedan,100000,2,Volkswagen,Volkswagen Vento,0.7105263157894726,1598,Diesel Highline,Third Party insurance,4.0,Blue,4.0,Common Rail Diesel Engine,5,0.09841509433962263,250.0,-3.1639266077721744,103.6,True,False,False,False,True,0,3,18,90,375,4,6,55
Bangalore,Sedan,30000,1,Honda,Honda City,0.8947368421052602,1497,i-VTEC V,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,0.07471698113207546,145.0,-2.2110239669166964,117.6,False,False,False,True,True,0,3,5,22,782,4,53,162
Bangalore,Sedan,50000,1,Fiat,Fiat Linea,0.6315789473684177,1368,Emotion Pack,Third Party insurance,4.0,Gray,4.0,Front Wheel Drive,5,0.06415094339622641,115.0,-3.29575189950133,90.0,False,False,False,True,True,0,3,3,9,402,4,34,74
Bangalore,Hatchback,45046,1,Hyundai,Hyundai i20 Active,0.8157894736842053,1396,1.4 SX,Third Party insurance,4.0,Brown,4.0,U2 CRDI Diesel Engine,5,0.10332075471698114,220.0,-2.555591451411938,88.73,True,False,False,False,True,0,0,6,37,124,4,9,135
Bangalore,Hatchback,53000,2,Maruti,Maruti Ritz,0.7631578947368425,1197,VXi,Third Party insurance,4.0,Silver,4.0,K Series Petrol Engine,5,0.0830188679245283,114.0,-3.1763540988950605,85.8,False,False,False,True,True,0,0,11,49,668,4,69,84
Bangalore,Hatchback,94695,1,Maruti,Maruti Baleno,0.8157894736842053,1248,1.3 Alpha,Third Party insurance,4.0,Red,4.0,DDiS Diesel Engine,5,0.15011320754716984,190.0,-2.669376414781833,74.0,True,False,False,False,True,0,0,11,43,83,4,67,62
Bangalore,Hatchback,22162,1,Maruti,Maruti Baleno,0.8947368421052602,1197,1.2 Alpha,Zero Dep,4.0,Silver,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.5044890095424575,83.1,False,False,False,True,True,0,0,11,43,4,5,69,152
Bangalore,Sedan,115331,1,Honda,Honda City,0.8421052631578902,1498,i DTec V,Comprehensive,4.0,Silver,4.0,i DTEC Diesel Engine ,5,0.139622641509434,200.0,-2.50321242285929,98.6,True,False,False,False,True,0,3,5,22,763,1,69,161
Bangalore,Hatchback,42233,2,Maruti,Maruti Swift,0.8157894736842053,1197,VXI,Comprehensive,4.0,White,4.0,K Series Dual jet,5,0.11230188679245283,113.0,-2.898624752013187,88.5,False,False,False,True,True,0,0,11,52,656,1,82,83
Bangalore,Hatchback,20941,1,Hyundai,Hyundai Grand i10,0.8947368421052602,1197,1.2 Kappa Sportz BSIV,Comprehensive,4.0,Others,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,113.75,-2.7724232842930636,81.86,False,False,False,True,True,0,0,6,30,31,1,53,102
Bangalore,SUV,50000,2,Maruti,Maruti Vitara Brezza,0.8684210526315752,1248,ZDi Plus Dual Tone,Third Party insurance,4.0,Red,4.0,DDiS 200 Diesel Engine,5,0.1267924528301887,200.0,-2.280027792524219,88.5,True,False,False,False,True,0,2,11,55,717,4,67,60
Bangalore,SUV,46602,1,Honda,Honda WR-V,0.8684210526315752,1199,i-VTEC VX,Comprehensive,4.0,Brown,4.0,i-VTEC Petrol Engine,5,0.07547169811320754,110.0,-2.428269988319011,88.7,False,False,False,True,True,0,2,5,25,783,1,9,167
Bangalore,Hatchback,104000,2,Maruti,Maruti Swift,0.7631578947368425,1248,VDI BSIV,Comprehensive,4.0,Red,4.0,DDiS Diesel Engine,5,0.13358490566037734,190.0,-2.923561834549906,74.0,True,False,False,False,True,0,0,11,52,622,1,67,62
Bangalore,SUV,90000,1,Ford,Ford Ecosport,0.8684210526315752,1498,1.5 Diesel Titanium Plus BSIV,Comprehensive,4.0,Brown,4.0,TDCi Diesel Engine,5,0.11698113207547169,205.0,-2.3058733250971617,98.96,True,False,False,False,True,0,2,4,15,143,1,9,124
Bangalore,Hatchback,50035,1,Maruti,Maruti Baleno,0.8421052631578902,1197,1.2 Zeta,Third Party insurance,4.0,Blue,4.0,VVT Petrol Engine,5,0.10490566037735848,115.0,-2.647032078937368,83.1,False,False,False,True,True,0,0,11,43,75,4,6,152
Bangalore,Hatchback,90000,2,Hyundai,Hyundai i20,0.7894736842105203,1197,Sportz Option 1.2,Comprehensive,4.0,Maroon,4.0,Kappa VTVT Petrol Engine,5,0.08377358490566038,114.7,-2.7624537580648796,81.83,False,False,False,True,True,0,0,6,36,584,1,40,102
Bangalore,Sedan,120000,1,Toyota,Toyota Corolla Altis,0.6842105263157876,1364,Diesel D4DG,Third Party insurance,4.0,Silver,4.0,SOHC D-4D Diesel Engine,5,0.1051320754716981,205.0,-2.8046655861787886,87.2,True,False,False,False,True,0,3,17,79,372,4,69,117
Bangalore,Sedan,25022,1,Maruti,Maruti Ciaz,0.9473684210526301,1462,Delta BSVI,Comprehensive,4.0,Others,4.0,K15 Smart Hybrid Petrol Engine,5,0.09924528301886791,138.0,-2.395664947681252,103.25,False,False,False,True,True,0,3,11,45,365,1,53,89
Bangalore,Hatchback,100000,2,Maruti,Maruti Swift,0.7105263157894726,1248,RS VDI,Third Party insurance,4.0,Others,4.0,DDiS Diesel Engine,5,0.1162264150943396,190.0,-3.1763540988950605,74.0,True,False,False,False,True,0,0,11,52,511,4,53,62
Bangalore,Sedan,26367,1,Maruti,Maruti Ciaz,0.9210526315789451,1462,Delta BSVI,Zero Dep,4.0,Others,4.0,K15 Smart Hybrid Petrol Engine,5,0.09924528301886791,138.0,-2.342130853993057,103.25,False,False,False,True,True,0,3,11,45,365,5,53,89
Bangalore,Sedan,76567,2,Hyundai,Hyundai Elantra,0.7894736842105203,1797,SX AT,Zero Dep,4.0,Silver,4.0,Dual VTVT Petrol Engine,5,0.052830188679245285,177.5,-2.754221077073868,147.5,False,False,False,True,False,0,3,6,29,546,5,69,71
Bangalore,Hatchback,36459,2,Hyundai,Hyundai Grand i10,0.7894736842105203,1197,AT Asta,Comprehensive,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,0.08603773584905659,114.0,-2.943176498415315,82.0,False,False,False,True,False,0,0,6,30,299,1,67,102
